accession,definition,organism,taxid,length
WP_004809962.1,glycerol kinase,Propionibacteriaceae,31957,507
WP_016666539.1,glycerol kinase,Propionibacteriaceae,31957,507
WP_013161327.1,glycerol kinase,Propionibacterium freudenreichii,1744,508
WP_016669372.1,glycerol kinase,Propionibacterium sp. oral taxon 192,671222,507
WP_016456919.1,glycerol kinase,Propionimicrobium,203133,507
WP_019555019.1,glycerol kinase,Propionispira raffinosivorans,86959,499
WP_019555026.1,glycerol kinase,Propionispira raffinosivorans,86959,499
WP_012506068.1,glycerol kinase,Prosthecochloris aestuarii,1102,484
WP_000136788.1,glycerol kinase,Proteobacteria,1224,502
WP_013099318.1,glycerol kinase,Proteobacteria,1224,502
WP_004246422.1,glycerol kinase,Proteus,583,510
WP_012368678.1,glycerol kinase,Proteus mirabilis,584,510
WP_006660520.1,glycerol kinase,Providencia alcalifaciens,126385,508
WP_006663187.1,glycerol kinase,Providencia alcalifaciens,126385,508
WP_008913555.1,glycerol kinase,Providencia burhodogranariea,516074,508
WP_004265295.1,glycerol kinase,Providencia rettgeri,587,508
WP_006816276.1,glycerol kinase,Providencia rustigianii,158850,508
WP_004924654.1,glycerol kinase,Providencia stuartii,588,508
WP_015937178.1,glycerol kinase,Pseudarthrobacter chlorophenolicus,85085,504
WP_013601060.1,glycerol kinase,Pseudarthrobacter phenanthrenivorans,361575,504
WP_009839169.1,glycerol kinase,Pseudoalteromonas tunicata,314281,500
WP_015413943.1,glycerol kinase,Pseudodesulfovibrio piezophilus,879567,503
WP_004556718.1,glycerol kinase,pseudomallei group,111527,500
WP_015600277.1,glycerol kinase,pseudomallei group,111527,500
WP_003092168.1,glycerol kinase,Pseudomonas,286,505
WP_003178687.1,glycerol kinase,Pseudomonas,286,501
WP_003188963.1,glycerol kinase,Pseudomonas,286,501
WP_003204972.1,glycerol kinase,Pseudomonas,286,501
WP_003208721.1,glycerol kinase,Pseudomonas,286,501
WP_003231438.1,glycerol kinase,Pseudomonas,286,501
WP_003254960.1,glycerol kinase,Pseudomonas,286,499
WP_003363615.1,glycerol kinase,Pseudomonas,286,501
WP_003405430.1,glycerol kinase,Pseudomonas,286,501
WP_003443190.1,glycerol kinase,Pseudomonas,286,501
WP_004575666.1,glycerol kinase,Pseudomonas,286,499
WP_004881859.1,glycerol kinase,Pseudomonas,286,501
WP_005785253.1,glycerol kinase,Pseudomonas,286,501
WP_007898522.1,glycerol kinase,Pseudomonas,286,501
WP_007916698.1,glycerol kinase,Pseudomonas,286,500
WP_008009318.1,glycerol kinase,Pseudomonas,286,501
WP_008032172.1,glycerol kinase,Pseudomonas,286,501
WP_008570319.1,glycerol kinase,Pseudomonas,286,502
WP_009045375.1,glycerol kinase,Pseudomonas,286,501
WP_009684549.1,glycerol kinase,Pseudomonas,286,499
WP_010212752.1,glycerol kinase,Pseudomonas,286,501
WP_010426632.1,glycerol kinase,Pseudomonas,286,501
WP_011335748.1,glycerol kinase,Pseudomonas,286,500
WP_012273893.1,glycerol kinase,Pseudomonas,286,499
WP_014717135.1,glycerol kinase,Pseudomonas,286,501
WP_015271569.1,glycerol kinase,Pseudomonas,286,499
WP_016488789.1,glycerol kinase,Pseudomonas,286,499
WP_016713734.1,glycerol kinase,Pseudomonas,286,499
WP_016986644.1,glycerol kinase,Pseudomonas,286,500
WP_017137034.1,glycerol kinase,Pseudomonas,286,501
WP_017640303.1,glycerol kinase,Pseudomonas,286,502
WP_017844614.1,glycerol kinase,Pseudomonas,286,501
WP_018614184.1,glycerol kinase,Pseudomonas,286,501
WP_018926616.1,glycerol kinase,Pseudomonas,286,501
WP_019093252.1,glycerol kinase,Pseudomonas,286,501
WP_019472057.1,glycerol kinase,Pseudomonas,286,499
WP_019823557.1,glycerol kinase,Pseudomonas,286,501
WP_020288930.1,glycerol kinase,Pseudomonas,286,501
WP_020799855.1,glycerol kinase,Pseudomonas,286,501
WP_003113886.1,glycerol kinase,Pseudomonas aeruginosa,287,505
WP_003115225.1,glycerol kinase,Pseudomonas aeruginosa,287,505
WP_003119372.1,glycerol kinase,Pseudomonas aeruginosa,287,505
WP_003152303.1,glycerol kinase,Pseudomonas aeruginosa,287,505
WP_015502506.1,glycerol kinase,Pseudomonas aeruginosa,287,505
WP_019726587.1,glycerol kinase,Pseudomonas aeruginosa,287,505
WP_017131293.1,glycerol kinase,Pseudomonas agarici,46677,501
WP_005620047.1,glycerol kinase,Pseudomonas avellanae,46257,501
WP_009050562.1,glycerol kinase,Pseudomonas chlororaphis,587753,501
WP_010221028.1,glycerol kinase,Pseudomonas donghuensis,1163398,499
WP_011532512.1,glycerol kinase,Pseudomonas entomophila,312306,499
WP_010564129.1,glycerol kinase,Pseudomonas extremaustralis,359110,501
WP_003172086.1,glycerol kinase,Pseudomonas fluorescens,294,501
WP_003227744.1,glycerol kinase,Pseudomonas fluorescens,294,500
WP_012722480.1,glycerol kinase,Pseudomonas fluorescens,294,501
WP_014339888.1,glycerol kinase,Pseudomonas fluorescens,294,501
WP_017340578.1,glycerol kinase,Pseudomonas fluorescens,294,501
WP_017526346.1,glycerol kinase,Pseudomonas fluorescens,294,501
WP_019693369.1,glycerol kinase,Pseudomonas fluorescens,294,501
WP_016779687.1,glycerol kinase,Pseudomonas fragi,296,501
WP_013792312.1,glycerol kinase,Pseudomonas fulva,47880,498
WP_010445051.1,glycerol kinase,Pseudomonas fuscovaginae,50340,501
WP_017902748.1,glycerol kinase,Pseudomonas fuscovaginae,50340,501
WP_019363267.1,glycerol kinase,Pseudomonas fuscovaginae,50340,501
WP_019365834.1,glycerol kinase,Pseudomonas luteola,47886,501
WP_010457696.1,glycerol kinase,Pseudomonas mandelii,75612,501
WP_017521003.1,glycerol kinase,Pseudomonas nitroreducens,46680,504
WP_016395679.1,glycerol kinase,Pseudomonas plecoglossicida,70775,499
WP_011063122.1,glycerol kinase,Pseudomonas protegens,380021,501
WP_015636823.1,glycerol kinase,Pseudomonas protegens,380021,501
WP_019411000.1,glycerol kinase,Pseudomonas psychrophila,122355,501
WP_007162743.1,glycerol kinase,Pseudomonas psychrotolerans,237610,502
WP_009399768.1,glycerol kinase,Pseudomonas putida,303,499
WP_010952247.1,glycerol kinase,Pseudomonas putida,303,499
WP_013973964.1,glycerol kinase,Pseudomonas putida,303,499
WP_014589908.1,glycerol kinase,Pseudomonas putida,303,499
WP_016498206.1,glycerol kinase,Pseudomonas putida,303,499
WP_019750598.1,glycerol kinase,Pseudomonas putida,303,499
WP_020190707.1,glycerol kinase,Pseudomonas putida,303,499
WP_011169329.1,glycerol kinase,Pseudomonas savastanoi,29438,501
WP_015476163.1,glycerol kinase,Pseudomonas sp. ATCC 13867,1294143,504
WP_017738296.1,glycerol kinase,Pseudomonas sp. CBZ-4,1163065,501
WP_020298571.1,glycerol kinase,Pseudomonas sp. CF161,911241,503
WP_007922414.1,glycerol kinase,Pseudomonas sp. GM17,1144323,501
WP_007938931.1,glycerol kinase,Pseudomonas sp. GM18,1144324,501
WP_007943556.1,glycerol kinase,Pseudomonas sp. GM21,1144325,501
WP_007953181.1,glycerol kinase,Pseudomonas sp. GM25,1144327,500
WP_007963959.1,glycerol kinase,Pseudomonas sp. GM30,1144328,500
WP_007971302.1,glycerol kinase,Pseudomonas sp. GM33,1144329,501
WP_008156871.1,glycerol kinase,Pseudomonas sp. GM41(2012),1144708,501
WP_007985885.1,glycerol kinase,Pseudomonas sp. GM48,1144330,501
WP_007998510.1,glycerol kinase,Pseudomonas sp. GM49,1144331,501
WP_008018554.1,glycerol kinase,Pseudomonas sp. GM55,1144333,501
WP_008053512.1,glycerol kinase,Pseudomonas sp. GM74,1144336,501
WP_008056630.1,glycerol kinase,Pseudomonas sp. GM78,1144337,501
WP_008079432.1,glycerol kinase,Pseudomonas sp. GM80,1144339,500
WP_008094560.1,glycerol kinase,Pseudomonas sp. GM84,1144340,499
WP_008372386.1,glycerol kinase,Pseudomonas sp. M47T1,1179778,501
WP_017480117.1,glycerol kinase,Pseudomonas sp. PAMC 26793,1240676,501
WP_015096694.1,glycerol kinase,Pseudomonas sp. UW4,1207075,501
WP_003289421.1,glycerol kinase,Pseudomonas stutzeri,316,502
WP_003292206.1,glycerol kinase,Pseudomonas stutzeri,316,502
WP_003299277.1,glycerol kinase,Pseudomonas stutzeri,316,502
WP_011912765.1,glycerol kinase,Pseudomonas stutzeri,316,502
WP_014596337.1,glycerol kinase,Pseudomonas stutzeri,316,502
WP_014819956.1,glycerol kinase,Pseudomonas stutzeri,316,502
WP_014853593.1,glycerol kinase,Pseudomonas stutzeri,316,503
WP_015277532.1,glycerol kinase,Pseudomonas stutzeri,316,502
WP_017245762.1,glycerol kinase,Pseudomonas stutzeri,316,502
WP_019340977.1,glycerol kinase,Pseudomonas stutzeri,316,503
WP_004396510.1,glycerol kinase,Pseudomonas syringae,317,501
WP_017702524.1,glycerol kinase,Pseudomonas syringae,317,501
WP_019333936.1,glycerol kinase,Pseudomonas syringae,317,501
WP_002554859.1,glycerol kinase,Pseudomonas syringae group,136849,501
WP_004658188.1,glycerol kinase,Pseudomonas syringae group,136849,501
WP_005739144.1,glycerol kinase,Pseudomonas syringae group,136849,501
WP_005764834.1,glycerol kinase,Pseudomonas syringae group,136849,501
WP_005889324.1,glycerol kinase,Pseudomonas syringae group,136849,501
WP_007248746.1,glycerol kinase,Pseudomonas syringae group,136849,501
WP_016970742.1,glycerol kinase,Pseudomonas tolaasii,29442,501
WP_010231844.1,glycerol kinase,Pseudonocardia,1847,505
WP_010236371.1,glycerol kinase,Pseudonocardia,1847,501
WP_013677117.1,glycerol kinase,Pseudonocardia dioxanivorans,240495,501
WP_013677120.1,glycerol kinase,Pseudonocardia dioxanivorans,240495,505
WP_013634193.1,glycerol kinase,Pseudopedobacter saltans,151895,497
WP_014847411.1,glycerol kinase,Pseudopropionibacterium propionicum,1750,507
WP_006598383.1,glycerol kinase,Pseudoramibacter alactolyticus,113287,513
WP_006599722.1,glycerol kinase,Pseudoramibacter alactolyticus,113287,502
WP_012003144.1,glycerol kinase,Pseudothermotoga,1643951,499
WP_013932296.1,glycerol kinase,Pseudothermotoga thermarum,119394,500
WP_011280604.1,glycerol kinase,Psychrobacter arcticus,334543,538
WP_011513378.1,glycerol kinase,Psychrobacter cryohalolentis,330922,536
WP_019673947.1,glycerol kinase,Psychrobacter lutiphocae,540500,532
WP_007395277.1,glycerol kinase,Psychrobacter sp. 1501(2011),1002339,529
WP_020443249.1,glycerol kinase,Psychrobacter sp. G,571800,536
WP_010198149.1,glycerol kinase,Psychrobacter sp. PAMC 21119,1112209,533
WP_011960872.1,glycerol kinase,Psychrobacter sp. PRwf-1,349106,529
WP_003434662.1,glycerol kinase,Psychroflexus gondwanensis,251,498
WP_015024248.1,glycerol kinase,Psychroflexus torquis,57029,498
WP_019037214.1,glycerol kinase,Psychroflexus tropicus,197345,500
WP_011771410.1,glycerol kinase,Psychromonas ingrahamii,357794,507
WP_019614815.1,glycerol kinase,Psychromonas ossibalaenae,444922,507
WP_013577587.1,glycerol kinase,Rahnella,34037,507
WP_015699188.1,glycerol kinase,Rahnella aquatilis,34038,507
WP_009239731.1,glycerol kinase,Ralstonia,48736,498
WP_004637141.1,glycerol kinase,Ralstonia pickettii,329,498
WP_012436600.1,glycerol kinase,Ralstonia pickettii,329,498
WP_015855775.1,glycerol kinase,Ralstonia pickettii,329,498
WP_003263276.1,glycerol kinase,Ralstonia solanacearum,305,498
WP_003271311.1,glycerol kinase,Ralstonia solanacearum,305,498
WP_003273657.1,glycerol kinase,Ralstonia solanacearum,305,498
WP_011002945.1,glycerol kinase,Ralstonia solanacearum,305,498
WP_013211190.1,glycerol kinase,Ralstonia solanacearum,305,498
WP_014615902.1,glycerol kinase,Ralstonia solanacearum,305,498
WP_016725175.1,glycerol kinase,Ralstonia solanacearum,305,498
WP_020747261.1,glycerol kinase,Ralstonia solanacearum,305,498
WP_009522364.1,glycerol kinase,Ralstonia sp. PBA,795666,528
WP_013899760.1,glycerol kinase,Ramlibacter tataouinensis,94132,497
WP_012245351.1,glycerol kinase,Renibacterium salmoninarum,1646,504
WP_018325459.1,glycerol kinase,Rhizobium giardinii,56731,499
WP_008208543.1,glycerol kinase,Rhodanobacter sp. 115,1162282,499
WP_015446639.1,glycerol kinase,Rhodanobacter sp. OR92,1076524,501
WP_007810452.1,glycerol kinase,Rhodanobacter spathiphylli,347483,499
WP_008437273.1,glycerol kinase,Rhodanobacter thiooxydans,416169,499
WP_003935703.1,glycerol kinase,Rhodococcus,1827,504
WP_003939742.1,glycerol kinase,Rhodococcus,1827,502
WP_005571605.1,glycerol kinase,Rhodococcus,1827,497
WP_006550153.1,glycerol kinase,Rhodococcus,1827,504
WP_006939621.1,glycerol kinase,Rhodococcus,1827,504
WP_007727296.1,glycerol kinase,Rhodococcus,1827,496
WP_007733474.1,glycerol kinase,Rhodococcus,1827,502
WP_010594806.1,glycerol kinase,Rhodococcus,1827,504
WP_011598220.1,glycerol kinase,Rhodococcus,1827,497
WP_019747711.1,glycerol kinase,Rhodococcus,1827,496
WP_020112167.1,glycerol kinase,Rhodococcus,1827,501
WP_003940814.1,glycerol kinase,Rhodococcus erythropolis,1833,496
WP_019744908.1,glycerol kinase,Rhodococcus erythropolis,1833,502
WP_005518604.1,glycerol kinase,Rhodococcus hoagii,43767,504
WP_005239928.1,glycerol kinase,Rhodococcus opacus,37919,497
WP_005256961.1,glycerol kinase,Rhodococcus opacus,37919,497
WP_015890028.1,glycerol kinase,Rhodococcus opacus,37919,497
WP_010839259.1,glycerol kinase,Rhodococcus rhodnii,38312,501
WP_016692812.1,glycerol kinase,Rhodococcus rhodochrous,1829,504
WP_019666191.1,glycerol kinase,Rhodococcus sp. 29MFTsu3.1,1150676,501
WP_008712346.1,glycerol kinase,Rhodococcus sp. AW25M09,1268303,505
WP_008719489.1,glycerol kinase,Rhodococcus sp. AW25M09,1268303,499
WP_009479469.1,glycerol kinase,Rhodococcus sp. JVH1,745408,497
WP_016933247.1,glycerol kinase,Rhodococcus sp. R1101,1170698,504
WP_007538098.1,glycerol kinase,Rhodococcus triatomae,300028,500
WP_011465941.1,glycerol kinase,Rhodoferax ferrireducens,192843,496
WP_019596806.1,glycerol kinase,Rhodonellum,336827,499
WP_007328643.1,glycerol kinase,Rhodopirellula baltica,265606,501
WP_007334639.1,glycerol kinase,Rhodopirellula baltica,265606,501
WP_007338224.1,glycerol kinase,Rhodopirellula baltica,265606,501
WP_011119538.1,glycerol kinase,Rhodopirellula baltica,265606,539
WP_008658722.1,glycerol kinase,Rhodopirellula europaea,1263866,501
WP_008668240.1,glycerol kinase,Rhodopirellula europaea,1263866,501
WP_008698631.1,glycerol kinase,Rhodopirellula maiorica,1265734,496
WP_008675952.1,glycerol kinase,Rhodopirellula sallentina,1263869,498
WP_009097705.1,glycerol kinase,Rhodopirellula sp. SWK7,595460,498
WP_015753711.1,glycerol kinase,Robiginitalea biformata,252307,499
WP_018356985.1,glycerol kinase,Rodentibacter pneumotropicus,758,503
WP_014078481.1,glycerol kinase,Roseburia hominis,301301,498
WP_014078702.1,glycerol kinase,Roseburia hominis,301301,504
WP_006857093.1,glycerol kinase,Roseburia intestinalis,166486,498
WP_015519905.1,glycerol kinase,Roseburia intestinalis,166486,498
WP_007884942.1,glycerol kinase,Roseburia inulinivorans,360807,504
WP_011956505.1,glycerol kinase,Roseiflexus sp. RS-1,357808,498
WP_006887873.1,glycerol kinase,Rothia aeria,172042,518
WP_013398818.1,glycerol kinase,Rothia dentocariosa,2047,518
WP_005506598.1,glycerol kinase,Rothia mucilaginosa,43675,518
WP_005507710.1,glycerol kinase,Rothia mucilaginosa,43675,518
WP_017491047.1,glycerol kinase,Rouxiella badensis,1646377,506
WP_013627973.1,glycerol kinase,Rubinisphaera brasiliensis,119,497
WP_014426430.1,glycerol kinase,Rubrivivax gelatinosus,28068,498
WP_018972428.1,glycerol kinase,Rudaea cellulosilytica,540746,505
WP_019988789.1,glycerol kinase,Rudanella lutea,451374,498
WP_009324768.1,glycerol kinase,Ruminococcaceae,541000,493
WP_008981112.1,glycerol kinase,Ruminococcaceae bacterium D16,552398,498
WP_002853577.1,glycerol kinase,Ruminococcus albus,1264,496
WP_013498944.1,glycerol kinase,Ruminococcus albus,1264,501
WP_008703045.1,glycerol kinase,Ruminococcus sp. 5_1_39BFAA,457412,498
WP_019163288.1,glycerol kinase,Ruminococcus sp. JC304,1095771,498
WP_013929402.1,glycerol kinase,Runella slithyformis,106,499
WP_018977591.1,glycerol kinase,Saccharibacillus kuerlensis,459527,500
WP_005443559.1,glycerol kinase,Saccharomonospora azurea,40988,504
WP_005447261.1,glycerol kinase,Saccharomonospora azurea,40988,504
WP_005453596.1,glycerol kinase,Saccharomonospora cyanea,40989,504
WP_005461643.1,glycerol kinase,Saccharomonospora glauca,40990,504
WP_019810702.1,glycerol kinase,Saccharomonospora halophila,129922,509
WP_019810841.1,glycerol kinase,Saccharomonospora halophila,129922,505
WP_019810843.1,glycerol kinase,Saccharomonospora halophila,129922,511
WP_009152547.1,glycerol kinase,Saccharomonospora marina,632569,504
WP_007024268.1,glycerol kinase,Saccharomonospora paurometabolica,208085,509
WP_019816497.1,glycerol kinase,Saccharomonospora saliphila,369829,504
WP_019819488.1,glycerol kinase,Saccharomonospora saliphila,369829,504
WP_019819491.1,glycerol kinase,Saccharomonospora saliphila,369829,505
WP_012796077.1,glycerol kinase,Saccharomonospora viridis,1852,504
WP_006237808.1,glycerol kinase,Saccharomonospora xinjiangensis,75294,504
WP_009945105.1,glycerol kinase,Saccharopolyspora erythraea,1836,500
WP_010315712.1,glycerol kinase,Saccharopolyspora spinosa,60894,500
WP_015105019.1,glycerol kinase,Saccharothrix espanaensis,103731,506
WP_008589161.1,glycerol kinase,Salimicrobium jeotgali,1230341,497
WP_011404221.1,glycerol kinase,Salinibacter ruber,146919,526
WP_013061962.1,glycerol kinase,Salinibacter ruber,146919,526
WP_010202377.1,glycerol kinase,Salinibacterium sp. PAMC 21357,1112215,502
WP_010205735.1,glycerol kinase,Salinibacterium sp. PAMC 21357,1112215,505
WP_020007774.1,glycerol kinase,Salinicoccus albus,418756,507
WP_017548022.1,glycerol kinase,Salinicoccus carnicancri,558170,507
WP_011904416.1,glycerol kinase,Salinispora,168694,507
WP_012184593.1,glycerol kinase,Salinispora,168694,505
WP_018739229.1,glycerol kinase,Salinispora,168694,507
WP_012184590.1,glycerol kinase,Salinispora arenicola,168697,507
WP_018585272.1,glycerol kinase,Salinispora arenicola,168697,505
WP_018797267.1,glycerol kinase,Salinispora arenicola,168697,505
WP_018799088.1,glycerol kinase,Salinispora arenicola,168697,505
WP_018799089.1,glycerol kinase,Salinispora arenicola,168697,507
WP_018803969.1,glycerol kinase,Salinispora arenicola,168697,505
WP_018825319.1,glycerol kinase,Salinispora arenicola,168697,507
WP_019030937.1,glycerol kinase,Salinispora arenicola,168697,507
WP_019532305.1,glycerol kinase,Salinispora arenicola,168697,507
WP_019901356.1,glycerol kinase,Salinispora arenicola,168697,505
WP_020218132.1,glycerol kinase,Salinispora arenicola,168697,507
WP_018215645.1,glycerol kinase,Salinispora pacifica,351187,505
WP_018216039.1,glycerol kinase,Salinispora pacifica,351187,507
WP_018216042.1,glycerol kinase,Salinispora pacifica,351187,505
WP_018219541.1,glycerol kinase,Salinispora pacifica,351187,505
WP_018223657.1,glycerol kinase,Salinispora pacifica,351187,505
WP_018223659.1,glycerol kinase,Salinispora pacifica,351187,507
WP_018255378.1,glycerol kinase,Salinispora pacifica,351187,507
WP_018255380.1,glycerol kinase,Salinispora pacifica,351187,505
